date,federationId,match_link,season,serie,arena,home_team,away_team,domare1,domare2
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40978/match/1629090,2025/26,Pantamera Flickor 2015 B Norra,Hagaskolan Sporthall,150368021,Vallentuna IBK,Sigtuna IF IBK,Johnn Wahlgren,Vincent Wahlgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40979/match/1629442,2025/26,Pantamera Flickor 2015 B Södra,Utsäljehallen,150369035,Segeltorps IF IBF,Huddinge IBS,Hjalmar Israelsson,Alfa Willhans
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40979/match/1629440,2025/26,Pantamera Flickor 2015 B Södra,Stavsborgs sporthall,150369033,Älta IF,Älvsjö AIK IBF,Jahn Nesse,Fredrik Bousset
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40979/match/1629439,2025/26,Pantamera Flickor 2015 B Södra,Strandhallen - Tyresö,150369032,Tyresö Trollbäcken IBK,Farsta IBK,Tuva Forssell,Emelie Weiderstål
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40985/match/1632657,2025/26,Pantamera Flickor 2016 A,Bas Barkarby,150366034,Järfälla Bele IBK,Djurgårdens IF IBS/IBF Offensiv Lidingö,Theoharis Georgiadis Thriskos,
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40994/match/1633402,2025/26,Pantamera Flickor 2016 B Norra,Hässelbyhallen,150392037,Hässelby SK IBK (A),Hässelby SK IBK (B),Linus Eklycke,Edvin Wettergren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40992/match/1633473,2025/26,Pantamera Flickor 2016 B Södra,Ormingehallen,150375039,Nacka IBK,Älta IF,Rufus Nagy,Alvin Sellgren Karlsson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40992/match/1633471,2025/26,Pantamera Flickor 2016 B Södra,Sköndalshallen,150375037,Sköndals IK,Segeltorps IF IBF,Rebecca Gill-Sundh,Clara Björklund Larsson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40765/match/1578006,2025/26,Pantamera Herrjuniorer Division 2 Norra,Glömstahallen,150026041,Huddinge IBS (B),Täby FC (B),Håkan Sällström,Fredrik Hallenberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40765/match/1578009,2025/26,Pantamera Herrjuniorer Division 2 Norra,Storvreta Sporthall,150026044,Storvreta Ungdom IBK (B),Väsby AIK (A),Christoffer Stenlund,Georgios Papadakis
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40765/match/1578017,2025/26,Pantamera Herrjuniorer Division 2 Norra,Hässelbyhallen,150026052,Hässelby SK IBK (B),Vallentuna IBK (A),Elliot Andersson,Oscar Björkman
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40766/match/1638102,2025/26,Pantamera Herrjuniorer Division 2 Södra,Värmdö sporthall,150027057,Värmdö IF (B),Tungelsta IF/Västerhaninge IBK,Rasmus Bergne,Fredrik Alzén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40766/match/1638098,2025/26,Pantamera Herrjuniorer Division 2 Södra,Brygga idrottshall,150027053,Ekerö IK,Salems IF (A),Ricky Bagge,Shabbir Ahmed
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40766/match/1638107,2025/26,Pantamera Herrjuniorer Division 2 Södra,Västertorpshallen,150027062,Älvsjö AIK IBF (B),Duvbo IK (A),Fredrik Hallenberg,Stefan Asplund
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40769/match/1580607,2025/26,Pantamera Herrjuniorer Division 3 Norra,Österåkers Multiarena Plan 1 - Ljusterö,150029039,Åkersberga IBF (B),Järfälla Bele IBK (C),Mio Åkerblom,Mourice Åkerblom
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40770/match/1580710,2025/26,Pantamera Herrjuniorer Division 3 Södra,Västertorpshallen,150014037,Älvsjö AIK IBF (D),FBI Tullinge,Fredrik Hallenberg,Stefan Asplund
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40817/match/1586320,2025/26,Pantamera Pojkar 2009 B,Rotebrohallen,150301045,FBC Sollentuna,Åkersberga IBF,Felix Håman Thoren,Victor Andersson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40822/match/1586704,2025/26,Pantamera Pojkar 2010 A,Hägerneholmshallen,150381054,Täby FC (B),Järfälla Bele IBK,Jonas Vedin,Hugo Zetterberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40822/match/1586701,2025/26,Pantamera Pojkar 2010 A,Skogsängshallen,150381051,Salems IF,FBI Tullinge,Aarre Hietanen,Nicklas Sundgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40824/match/1587324,2025/26,Pantamera Pojkar 2010 B Norra,Österåkers Multiarena Plan 1 - Ljusterö,150304030,Åkersberga IBF,FBI Tullinge (B),Erik Peters,Emanuel Schüssler
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40824/match/1587320,2025/26,Pantamera Pojkar 2010 B Norra,Björkebyhallen,150304026,Järfälla Bele IBK,FBC Sollentuna,Isak Lampa Halling,Micke Roth
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41431/match/1587892,2025/26,Pantamera Pojkar 2010 B Södra,Värmdö sporthall,150305028,Värmdö IF,Nacka IBK/Älta IF,Love Olsson,Paulina Alzén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41431/match/1587893,2025/26,Pantamera Pojkar 2010 B Södra,Lyckeby Sporthall,150305029,IFK Haninge,Karlbergs BK/IBF Offensiv Lidingö,Ariana Javadi,Elina Zibell
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41431/match/1587894,2025/26,Pantamera Pojkar 2010 B Södra,Rotebrohallen,150305030,FBC Sollentuna (B),Huddinge IBS,Jan Lingemark,Arne Brovig
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40827/match/1589550,2025/26,Pantamera Pojkar 2010 C,Sköndalshallen,150371037,Sköndals IK,Duvbo IK,Tuva Egman,Tommy Egman
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40832/match/1590754,2025/26,Pantamera Pojkar 2011 A,Rosendalsskolan Norra Sporthall,150406051,Vallentuna IBK (B),Nacka IBK,Agaton Östlund,Karl Hurtig
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41364/match/1591230,2025/26,Pantamera Pojkar 2011 B Norra,Björkebyhallen,150307032,Järfälla Bele IBK,Åkersberga IBF,Isak Lampa Halling,Fredrik Hallenberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41365/match/1591341,2025/26,Pantamera Pojkar 2011 B Södra,Tyresöhallen,150308033,Tyresö Trollbäcken IBK,Salems IF,Josefine Svensson,Christian Berger
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41365/match/1591343,2025/26,Pantamera Pojkar 2011 B Södra,Värmdö sporthall,150308035,Värmdö IF (B),Västerhaninge IBK,Love Olsson,Paulina Alzén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41366/match/1599163,2025/26,Pantamera Pojkar 2011 C,Utsäljehallen,150309005,Segeltorps IF IBF,FBI Tullinge,Rasmus Eklund,Oliwer Eklund
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41366/match/1599206,2025/26,Pantamera Pojkar 2011 C,Västertorpshallen,150309048,Älvsjö AIK IBF,FBC Sollentuna,Hanna Claesson,Johnny Mikael Claesson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41366/match/1599209,2025/26,Pantamera Pojkar 2011 C,Sköndalshallen,150309051,Sköndals IK,Täby FC,Tuva Egman,Tommy Egman
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40838/match/1599426,2025/26,Pantamera Pojkar 2012 A,Björkebyhallen,150328042,Järfälla Bele IBK,Huddinge IBS,Mattias Thomasson,Frans Levin
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40838/match/1599431,2025/26,Pantamera Pojkar 2012 A,Kvarnbergshallen,150328047,Segeltorps IF IBF,Hästhagen IF,Daniel Karlsson,Manne Jahnsson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40838/match/1599430,2025/26,Pantamera Pojkar 2012 A,Västertorpshallen,150328046,Älvsjö AIK IBF,IK Frej Täby IBK,Hanna Claesson,Johnny Mikael Claesson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41368/match/1599922,2025/26,Pantamera Pojkar 2012 B Mellersta,Grindtorpshallen,150322037,Täby FC (B),Nacka IBK (A),Elsa Gustafsson,Julia Ohlsén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41368/match/1599927,2025/26,Pantamera Pojkar 2012 B Mellersta,Grimstahallen,150322042,Ängby IF/Mariebergs SK (A),Sundbybergs IK (B),Erik Gustafsson,Stefan Ålander
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41368/match/1599926,2025/26,Pantamera Pojkar 2012 B Mellersta,Västertorpshallen,150322041,Älvsjö AIK IBF (A),Väsby AIK (B),Petra Dynesius,Minna Gadnert
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41367/match/1600059,2025/26,Pantamera Pojkar 2012 B Norra,Hägerneholmshallen,150321042,Täby FC (E),Ängby IF/Mariebergs SK (B),Mourice Åkerblom,Mio Åkerblom
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41367/match/1600055,2025/26,Pantamera Pojkar 2012 B Norra,Herresta Sporthall,150321038,Jakobsbergs IBF,Danderyd FC,Johnn Wahlgren,Vincent Wahlgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41369/match/1600187,2025/26,Pantamera Pojkar 2012 B Södra,Telefonplanshallen,150329038,Högalids IF,Nynäshamns IBK,Thomas Gjutarenäfve,Shabbir Ahmed
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41369/match/1600190,2025/26,Pantamera Pojkar 2012 B Södra,Strandhallen - Tyresö,150329041,Tyresö Trollbäcken IBK,Älvsjö AIK IBF (B),Christian Berger,Frans Levin
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41371/match/1600313,2025/26,Pantamera Pojkar 2012 C,Löthallen,150330032,Duvbo IK,FBC Sollentuna,Erik Peters,Emanuel Schüssler
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41371/match/1600314,2025/26,Pantamera Pojkar 2012 C,Prästängshallen,150330033,Sigtuna IF IBK,Vaxholms IBF,Johannes Forslin,Oscar Bäck
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41371/match/1600312,2025/26,Pantamera Pojkar 2012 C,Ulriksdalshallen,150330031,AIK IBF,Hammarby IF IBF,Charlie Norén,Axel Fjällborg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40842/match/1610504,2025/26,Pantamera Pojkar 2013 A Norra,Västertorpshallen,150334031,Älvsjö AIK IBF,Vallentuna IBK (A),Lisa Ljunggren,Minna Gadnert
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40842/match/1610501,2025/26,Pantamera Pojkar 2013 A Norra,Grindtorpshallen,150334028,FBC Sollentuna,Täby FC (C),Erik Jelinek,Hannes Hovmöller
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40843/match/1633930,2025/26,Pantamera Pojkar 2013 A Södra,Stavsborgs sporthall,150336025,Älta IF,Värmdö IF (B),Jahn Nesse,Niklas Lundberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40847/match/1613875,2025/26,Pantamera Pojkar 2013 B Norra,Björkebyhallen,150324033,Järfälla Bele IBK,Djurgårdens IF IBS,Mattias Thomasson,Frans Levin
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40847/match/1613877,2025/26,Pantamera Pojkar 2013 B Norra,Hässelbyhallen,150324035,Hässelby SK IBK,Åkersberga IBF,Petrus Gebäck,Kasper Feiler
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40847/match/1613873,2025/26,Pantamera Pojkar 2013 B Norra,Ulriksdalshallen,150324031,AIK IBF,Vaxholms IBF,Oscar Holmlund,Kasper Minnema
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40849/match/1613293,2025/26,Pantamera Pojkar 2013 B Södra,Västertorpshallen,150326031,Älvsjö AIK IBF,Segeltorps IF IBF,Klara Ribrant,Ville Zhang
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40849/match/1613295,2025/26,Pantamera Pojkar 2013 B Södra,Ormingehallen,150326033,Nacka IBK (B),Nynäshamns IBK,Love Olsson,Paulina Alzén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41372/match/1614321,2025/26,Pantamera Pojkar 2013 C Norra,Prästängshallen,150327033,Sigtuna IF IBK,Täby FC (B),Johannes Forslin,Oscar Bäck
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41372/match/1614323,2025/26,Pantamera Pojkar 2013 C Norra,Väsby skola,150327035,Väsby AIK,Karlbergs BK,Dan Lilliehorn,Milton Cardelöv Malmberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41382/match/1614592,2025/26,Pantamera Pojkar 2013 C Södra,Västertorpshallen,150323034,Älvsjö AIK IBF,Tyresö Trollbäcken IBK,Klara Ribrant,Ville Zhang
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41382/match/1614589,2025/26,Pantamera Pojkar 2013 C Södra,Tungelsta Sporthall,150323031,Tungelsta IF,Segeltorps IF IBF,Anton Nyqvist,Anton Helen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41382/match/1614580,2025/26,Pantamera Pojkar 2013 C Södra,Lyckeby Sporthall,150323022,IFK Haninge,Nacka IBK,Ariana Javadi,Vilmer Strandberg Edgardh
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41374/match/1619548,2025/26,Pantamera Pojkar 2014 A Mellersta,Hagnäshallen,150315031,Kungsängens IF (A),Nacka IBK,William Thelander,Martin Mårtensson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41374/match/1619550,2025/26,Pantamera Pojkar 2014 A Mellersta,Glömstahallen,150315033,Huddinge IBS (B),Åkersberga IBF (B),Levis Frööjd,Agnes Lövgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40902/match/1619659,2025/26,Pantamera Pojkar 2014 A Norra,Ulriksdalshallen,150340032,AIK IBF,Kungsängens IF (B),Oscar Holmlund,Kasper Minnema
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40902/match/1619661,2025/26,Pantamera Pojkar 2014 A Norra,Bas Barkarby,150340034,Järfälla Bele IBK,Högalids IF,Agnes Wahlgren,Vilma Wahlgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41375/match/1619604,2025/26,Pantamera Pojkar 2014 A Södra,Stavsborgs sporthall,150317032,Älta IF,Skogås/Trångsunds IBK,Jahn Nesse,Fredrik Bousset
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41376/match/1623216,2025/26,Pantamera Pojkar 2014 B Mellersta,Utsäljehallen,150319040,Segeltorps IF IBF,Hammarby IF IBF,Rasmus Eklund,William Ekdahl
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40912/match/1623515,2025/26,Pantamera Pojkar 2014 B Norra,Rosendalsskolan Norra Sporthall,150346039,Vallentuna IBK (A),Norrtulls SK (C),Melker Vallen,Ebba Bramberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40912/match/1623514,2025/26,Pantamera Pojkar 2014 B Norra,Grindtorpshallen,150346038,Täby FC (A),Järfälla Bele IBK (A),Elsa Gustafsson,Julia Ohlsén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40912/match/1623518,2025/26,Pantamera Pojkar 2014 B Norra,Bro Sporthall,150346042,Bro IK (A),Duvbo IK (B),Robert Milerud,Michael Leimer
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40912/match/1623517,2025/26,Pantamera Pojkar 2014 B Norra,Väsby skola,150346041,Väsby AIK,Åkersberga IBF,Dan Lilliehorn,Tuve Rosen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40910/match/1623636,2025/26,Pantamera Pojkar 2014 B Södra,Tungelsta Sporthall,150343040,Tungelsta IF,Örby IS,Anton Nyqvist,Anton Helen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40913/match/1623700,2025/26,Pantamera Pojkar 2014 B Västra,Ulriksdalshallen,150388038,AIK IBF (C),Mariebergs SK,Benjamin Hvistendahl,Liam Stengård
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40911/match/1623934,2025/26,Pantamera Pojkar 2014 B Östra,Grindtorpshallen,150344038,Täby FC (B),Sköndals IK (B),Elsa Gustafsson,Julia Ohlsén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40911/match/1623933,2025/26,Pantamera Pojkar 2014 B Östra,Ulriksdalshallen,150344037,AIK IBF (B),Danderyd FC,Benjamin Hvistendahl,Liam Stengård
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40911/match/1623935,2025/26,Pantamera Pojkar 2014 B Östra,Hagaskolan Sporthall,150344039,Vallentuna IBK (B),Ingarö IF (A),Vincent Wahlgren,Johnn Wahlgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40920/match/1624187,2025/26,Pantamera Pojkar 2015 A Mellersta,Ormingehallen,150348033,Nacka IBK,Ekerö IK (B),Jenny Utter,Sezgin Youmer
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40920/match/1624188,2025/26,Pantamera Pojkar 2015 A Mellersta,Herresta Sporthall,150348034,Järfälla Bele IBK (A),Djurgårdens IF IBS,Richard Byström,Lars Reuterhagen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40919/match/1624231,2025/26,Pantamera Pojkar 2015 A Norra,Prästängshallen,150347032,Sigtuna IF IBK,Vallentuna IBK,Johannes Forslin,Oscar Bäck
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40921/match/1624278,2025/26,Pantamera Pojkar 2015 A Södra,Skogsängshallen,150349034,Salems IF,Ekerö IK (A),Maximilian Andersson,Aarre Hietanen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40921/match/1624276,2025/26,Pantamera Pojkar 2015 A Södra,Bas Barkarby,150349032,Järfälla Bele IBK (C),FBI Tullinge,Agnes Wahlgren,Vilma Wahlgren
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40931/match/1625275,2025/26,Pantamera Pojkar 2015 B Mellersta,Herresta Sporthall,150353034,Järfälla Bele IBK (A),Bromma KFUK-KFUM,Richard Byström,Mohamed Abdirisak
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40931/match/1625274,2025/26,Pantamera Pojkar 2015 B Mellersta,Ulriksdalshallen,150353033,AIK IBF (A),Älvsjö AIK IBF (A),Wilma Jagelid,Lovisa Cronebäck
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40930/match/1625331,2025/26,Pantamera Pojkar 2015 B Norra,Ulriksdalshallen,150352033,AIK IBF (B),Danderyd FC,Wille Goldeus,Samiolah Nori
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40936/match/1626118,2025/26,Pantamera Pojkar 2015 B Södra,Ormingehallen,150399032,Nacka IBK (B),Segeltorps IF IBF (B),Sezgin Youmer,Jenny Utter
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40936/match/1626121,2025/26,Pantamera Pojkar 2015 B Södra,Skogsängshallen,150399035,Salems IF,Huddinge IBS,Maximilian Andersson,
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40936/match/1626120,2025/26,Pantamera Pojkar 2015 B Södra,Sköndalshallen,150399034,Sköndals IK (A),IFK Haninge,Charlie Sundelius,Theo Persson Stam
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40932/match/1626173,2025/26,Pantamera Pojkar 2015 B Västra,Hagnäshallen,150354032,Kungsängens IF,Duvbo IK,William Thelander,Martin Mårtensson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40932/match/1626174,2025/26,Pantamera Pojkar 2015 B Västra,Herresta Sporthall,150354033,Järfälla Bele IBK (B),Nacka IBK (D),Lars Reuterhagen,Richard Byström
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40935/match/1626365,2025/26,Pantamera Pojkar 2015 B Östra,Telefonplanshallen,150398035,Hammarby IF IBF,Värmdö IF,Stephanie Hinas,Elina Axelsen Björnson
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40935/match/1626364,2025/26,Pantamera Pojkar 2015 B Östra,Utsäljehallen,150398034,Segeltorps IF IBF (A),Tyresö Trollbäcken IBK,Melvin Fungmark,Harvey Jackson White
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40942/match/1631692,2025/26,Pantamera Pojkar 2016 A Norra,Eriksdalshallen,150356040,Hammarby IF IBF,FBC Sollentuna (D),Boel Penje,Agnes Snyder Kammen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40942/match/1631693,2025/26,Pantamera Pojkar 2016 A Norra,Hagaskolan Sporthall,150356041,Vallentuna IBK,Hässelby SK IBK,Filip Joelsson,Isac Lagerlöf
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40944/match/1631759,2025/26,Pantamera Pojkar 2016 A Södra,Sköndalshallen,150358041,Sköndals IK,Huddinge IBS,Rebecca Gill-Sundh,Signe Ljungberg
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40959/match/1632282,2025/26,Pantamera Pojkar 2016 B Mellersta,Eriksdalshallen,150446028,Hammarby IF IBF,Nacka IBK (B),Boel Penje,Agnes Snyder Kammen
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41379/match/1632325,2025/26,Pantamera Pojkar 2016 B Nordvästra,Hagnäshallen,150320026,Kungsängens IF,Täby FC (B),Lucas Truedsson,
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/41379/match/1632329,2025/26,Pantamera Pojkar 2016 B Nordvästra,Hässelbyhallen,150320030,Hässelby SK IBK (B),Järfälla Bele IBK (A),Noah Eriksson,Olle Sundén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40957/match/1632374,2025/26,Pantamera Pojkar 2016 B Norra,Prästängshallen,150444030,Sigtuna IF IBK,Väsby AIK,Oscar Bäck,
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40957/match/1632371,2025/26,Pantamera Pojkar 2016 B Norra,Mörbyhallen,150444027,Danderyd FC,Åkersberga IBF (A),,
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40961/match/1632415,2025/26,Pantamera Pojkar 2016 B Södra,Skogsängshallen,150448026,Salems IF,Tumba GOIF,Lowe Axelsson,Alexander Dellal
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40961/match/1632416,2025/26,Pantamera Pojkar 2016 B Södra,Tungelsta Sporthall,150448027,Tungelsta IF,FBI Tullinge (B),Nova Öhrn,Joline Hassel
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40961/match/1632418,2025/26,Pantamera Pojkar 2016 B Södra,Lyckeby Sporthall,150448029,IFK Haninge (A),Huddinge IBS,Helmer Forsgren,Markus Bautista
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40958/match/1632464,2025/26,Pantamera Pojkar 2016 B Västra,Utsäljehallen,150445030,Segeltorps IF IBF,Norrtulls SK (A),Alvin Grahn,Alexander Forssén
2025-11-23,8,https://stats.innebandy.se/sasong/43/serie/40958/match/1632461,2025/26,Pantamera Pojkar 2016 B Västra,Stavsborgs sporthall,150445027,Älta IF (A),Högalids IF (B),Louie Mannerby,Mio Mazzini
